Lp.;Nazwa własna;Telefon;Email;Charakter usług;Kategoria obiektu;Rodzaj obiektu;Adres
207;BEST WESTERN PRIMA;(71) 782 55 55;prima@bestwestern-prima.pl;stały;****;hotel;50-110 Wrocław, Kiełbaśnicza 16-19
208;HOTEL IM.JANA PAWŁA II;713 271 400;hotel@hotel-jp2.pl;stały;****;hotel;50-328 Wrocław, ŚW.IDZIEGO 2
209;MOŚCICKI;0-44 726-41-00;info@hotelmoscicki.pl;stały;****;hotel;97-214 Spała, Nadpiliczna 2
210;INDIGO KRAKOW - OLD TOWN;12 300-30-30;reservation@indigokrakow.com;stały;****;hotel;31-150 Kraków, ul. Św. Filipa 18
211;DESILVA PREMIUM OPOLE;77 54 07 000;opole@desilva.pl;stały;****;hotel;45-078 Opole, powolnego 10
212;GORZELANNY;881328081;;stały;****;hotel;00-000 Pokrzywna, 76
213;PIWNICZNA SPA & CONFERENCE;796444044;recepcja@hotelpiwniczna.pl;stały;****;hotel;33-350 Piwniczna-Zdrój, ul. Gąsiorowskiego 5
214;JUSTYNA;(12) 649-80-00;rezerwacja@hoteljustyna.pl;stały;****;hotel;31-571 Kraków, Al. Jana Pawła II 70
215;ARIES;(18) 544-44-44;rezerwacja@hotelaries.pl;stały;****;hotel;34-500 Zakopane, ul. zaruskiego 5
216;MALINOWY ZDRÓJ HOTEL MEDICAL SPA;41 370-40-00,3;recepcja@maliowyzdroj.pl;stały;****;hotel;28-131 Solec-Zdrój, Leśna 7
217;GOŁĘBIEWSKI;33 855 47 00;wisla@golebiewski.pl;stały;****;hotel;43-460 Wisła, Ks. Bp. Bursche 3
218;MINERAL HOTEL MALINOWY RAJ;413789900;recepcja@malinowyraj.com;stały;****;hotel;28-131 Solec-Zdrój, Partyzantów 18A
219;HOTEL STARZYŃSKI;243 660 200;hotel@starzynski.com.pl;stały;****;hotel;09-400 Płock, Piekarska 1
220;LEDA SPA;94/ 351 39 00;;stały;****;hotel;78-100 Kołobrzeg, Kasprowicza 23
221;EUROPA;41 276-78-00;biuro@europa.sse.pl;stały;****;hotel;27-200 Starachowice, Radomska 76A
222;NARVIL CONFERENCE&SPA;225661144;recepcja@hotelnarvil.pl;stały;****;hotel;05-140 Serock, Cz.miłosza 14a
223;HANZA PAŁAC;523 209 094;recepcja@hanzapalac.pl;stały;****;hotel;86-160 Warlubie, m.Rulewo
224;RADISSON BLU;(91) 359-55-95;reservations.szczecin@radissonblu.com;stały;****;hotel;70-419 Szczecin, pl. Rodła 8,10,11
225;BACÓWKA RADAWA SPA;16 736 11 20;recepcja@bacowkaradawa.pl;stały;****;hotel;37-523 Radawa, cicha 30A
226;SKAL;(94) 35 320 60;recepcja@skal-hotel.pl;stały;****;hotel;78-111 Ustronie Morskie, ul. Bolesława Chrobrego 80
227;IN BETWEEN;81 460 35 80;recepcja@inbetween-hotel.pl;stały;****;hotel;21-002 Panieńszczyzna, Panieńszczyzna 15P
228;NOMA RESIDENCE;32 219-40-63;hotel@promnice.com.pl;stały;****;hotel;43-210 Kobiór, -
229;WARSAW PLAZA HOTEL;224 310 800;wph@WARSAWPLAZAHOTEL.PL;stały;****;hotel;02-820 Warszawa, Łączyny 5
230;DWÓR DROBLIN;833 450 623;recepcja@dworlubelskie.com;stały;****;hotel;21-542 Droblin, droblin 80
231;"""COURTYARD GDYNIA WATERFRONT""";58 743-07-00;hotel@courtyardgdynia.com;stały;****;hotel;81-342 Gdynia, j.waszyngtona 19
232;BRANICKI;0-85 66-52-500;;stały;****;hotel;15-950 Białystok, Zamenhofa 25
233;CRISTAL PARK;(14 ) 657-01-00;hotel.dt@cristalpark.pl;stały;****;hotel;33-200 Dąbrowa Tarnowska, ul. Sportowa 2A
234;SŁONECZNY ZDRÓJ MEDICALSPA & WELLNESS;41 378 88 00;info@slonecznyzdroj.pl;stały;****;hotel;28-100 Busko-Zdrój, bohaterów Warszawy 115
235;"""HAFFNER""";0 - 58 550 -;office@hotelhaffner.pl;stały;****;hotel;81-715 Sopot, Jana Jerzego Haffnera 59
236;"HOTEL ""ZAMEK RYN""";87-429-70-00;hotel@zamekryn.pl;stały;****;hotel;11-520 Ryn, Pl. Wolności 2
237;PREZYDENCKI;178 626 835;recepcja@hoteleprezydenckie.pl;stały;****;hotel;35-309 Rzeszów, Podwisłocze 48
238;"HOTEL ""MERCURE TORUŃ CENTRUM""";566 196 550;H342@accor.com;stały;****;hotel;87-100 Toruń, Kraszewskiego 1/3
239;HOTEL AMBASADORSKI RZESZÓW;17 250 24 44;recepcja@ambasadorski.com;stały;****;hotel;35-064 Rzeszów, Rynek 13,14
240;GŁĘBOCZEK-VINE RESORT & SPA;564 935 119;gleboczek@gleboczek.pl;stały;****;hotel;87-313 Wielki Głęboczek, poczta Brzozie
241;BUCZYŃSKI MEDICAL & SPA;757 811 900;recepcja@hotelbuczynski.pl;stały;****;hotel;59-850 Świeradów-Zdrój, Prusa 2
242;HOTEL SIELANKA NAD PILICĄ;+48 (0-48) 666-;hotel@sielanka.pl;stały;****;hotel;05-660 Warka, Łąkowa 1
243;HOTEL WELLNESS PRO VITA;(94) 355-40-00;biuro@provita.pl;stały;****;hotel;78-100 Kołobrzeg, Kościuszki 17
244;"Hotel ""JAN III SOBIESKI""";(+48-22) 579-10;HOTEL@SOBIESKI.COM.PL;stały;****;hotel;02-025 Warszawa, Pl. A.Zawiszy 1
245;HOTEL BONIFACIO SPA & SPORT RESORT;23 651-24-01;recepcja@hotelbonifacio.pl;stały;****;hotel;09-110 Kępa, Kępa 84
246;BUKOWY PARK HOTEL MEDICAL SPA;748665609;recepcja@bukowypark.eu;stały;****;hotel;57-320 Polanica-Zdrój, PARKOWA 11
247;GRAND HOTEL RZESZÓW;17/ 250 00 00;info@grand-hotel.pl;stały;****;hotel;35-030 Rzeszów, Kościuszki 9
248;HOTEL NICOLAUS;56 47089 89;recepcja@nicolaus.com.pl;stały;****;hotel;87-100 Toruń, Ducha św 14-16/Kopernika 28-30
249;HOTEL TYCHY PRIME;+48 32 782 75 00;hotel.tychy@opal.pl;stały;****;hotel;43-100 Tychy, Al. Jana Pawła II 10
250;HASTON CITY HOTEL;713225500;hotel@haston.pl;stały;****;hotel;51-117 Wrocław, IRYSOWA 1-3
251;GORCZOWSKI HOTEL;+48 32 249 91 93;kontakt@hotelgorczowski.pl;stały;****;hotel;41-506 Chorzów, Stefana Batorego 35
252;HILTON GARDEN INN RZESZÓW;17 770 00 00;reception@hgi.rzeszow.com;stały;****;hotel;35-315 Rzeszów, Al. Majora Wacława Kopisto 1
253;BRANT HOTEL & RESTEURANT;22 276-24-88;recepcja@branthotel.pl;stały;****;hotel;05-462 Majdan, Majdan 80 c
254;HOTEL AZZUN ORIENT SPA & WELLNESS;89-537-56-28;hotel@azzun.pl;stały;****;hotel;11-010 Kromerowo, 28
255;"""HANZA""";0 - 58 305 -;hotel@hanza-hotel.com.pl;stały;****;hotel;80-888 Gdańsk, Tokarska 6
256;AMADEUS;(12) 429-60-70;amadeus@janpol.com.pl;stały;****;hotel;31-027 Kraków, ul. Mikołajska 20
257;BEST WESTERN PLUS Q HOTEL;12 333-40-20;info@qhotelkrakow.pl;stały;****;hotel;31-311 Kraków, ul. Wygrana 6
258;LENART;12 362-97-00;info@hotellenart.pl;stały;****;hotel;32-020 Wieliczka, ul. G. Narutowicza 1
259;BRANICKI;85 665-25-00;;stały;****;hotel;15-435 Białystok, ZAMENHOFA 25
260;PAŁAC WIECHLICE;683768610;recepcja@palacwiechlice.pl;stały;****;hotel;67-300 Wiechlice, Wiechlice 45B
261;QUEEN BOUTIQUE;(12) 433-33-33;info@queenhotel.pl;stały;****;hotel;31-039 Kraków, ul. Józefa Dietla 60
262;AMBER BALTIC;091/ 32 81 000;;stały;****;hotel;72-500 Międzyzdroje, Promenada Gwiazd 1
263;WENTZL;12 430-26-64;hotel@wentzl.pl;stały;****;hotel;31-008 Kraków, Rynek Główny 19
264;PARK HOTEL;091/ 488-15-24,;hotel@parkhotel.szczecin.pl;stały;****;hotel;70-527 Szczecin, ul. Plantowa 1
265;GOLDEN TULIP KRAKOW CITY CENTER;(12) 426-99-90;info@goldentulipkrakowcitycenter.com;stały;****;hotel;31-140 Kraków, ul. łobzowska 8
266;HOTEL ST. BRUNO;87-732-65-00;recepcja@hotelstbRuno.pl;stały;****;hotel;11-500 Giżycko, Św. Brunona
267;Vivaldi;;vivaldi@vivaldi.pl;stały;****;hotel;61-663 Poznań, Winogrady 9
268;GRAPE TOWN HOTEL;683537090;bok@grapetownhotel.pl;stały;****;hotel;65-762 Zielona Góra, Wojska polskiego 79
269;Pałacyk;;;stały;****;hotel;62-510 Konin, Al 1 Maja 15a
270;HOTEL RZESZÓW;17 777 10 10;recepcja@hotelrzeszow.com.pl;stały;****;hotel;35-001 Rzeszów, j.piłsudskiego 44
271;HOTEL WILLA PORT CONFERENCE RESORT & SPA;89-642-46-00;recepcja@willaport.pl;stały;****;hotel;14-100 Ostróda, Mickiewicza 17
272;MEDICAL SPA SANATORIUM UNITRAL;94-318-92-31;unitral@unitral.home.pl;stały;****;hotel;76-032 Mielno, Piastów 4
273;"""SPA DOM ZDROJOWY""";58 679 91 00;dom@zdrojowy.com.pl;stały;****;hotel;84-140 Jastarnia, Kościuszki 2
274;"""ADMIRAŁ""";58 320-03-20;recepcja@admiralhotel.pl;stały;****;hotel;80-837 Gdańsk, Tobiasza 9
275;GRAPE TOWN HOTEL;(68)3537090;bok@grapetownhotel.pl;stały;****;hotel;65-762 Zielona Góra, Wojska Polskiego 79
276;NOVOTEL ŁÓDŹ CENTRUM;422543900;;stały;****;hotel;90-368 Łódź, Al. Piłsudkiego 11a
277;"""ROYAL BALTIC""";0-59 81-55-281;recepcja@royal-baltic.pl;stały;****;hotel;76-270 Ustka, Wczasowa 26
278;MERCURE RACŁAWICE DOSŁOŃCE CONFERENCE & SPA;(0 12)378-47-27;info@dosloncespa.pl;stały;****;hotel;32-222 Racławice, Dosłońce 56
279;PARK HOTEL ŁYSOŃ;(33)875-74-00;jlyson@arkum.pl;stały;****;hotel;34-120 Andrychów, ul. Wadowicka 169A, Inwałd
280;PAŁAC DOMANIOWSKI;505150432;recepcja@palacdomaniowski.pl;stały;****;hotel;26-660 Marcelów, Marcelów 3a
281;MERCURE POZNAŃ CENTRUM;"(61) 855 80 00;";mer.poznan@orbis.pl;stały;****;hotel;60-829 Poznań, Roosevelta 20
282;GOLDEN TULIP WARSAW AIRPORT;221185858;;stały;****;hotel;02-180 Warszawa, al. krakowska 235
283;DWÓR SIERAKÓW;(12) 312-24-23;info@dworsierakow.pl;stały;****;hotel;32-410 Dobczyce, Sieraków 233
284;"""GDAŃSK""";0-58 300 - 17;rezerwacja@hotelgdansk.com.pl;stały;****;hotel;80-755 Gdańsk, Szafarnia 9
285;TĘCZOWY MŁYN;41345 42 25,;info@teczowy.com;stały;****;hotel;25-670 Kielce, Zakładowa 4
286;KLIMEK SPA;(18) 477-82-22;biuro@hotel-klimek.pl;stały;****;hotel;33-370 Muszyna, Złockie 107
287;PAŁAC KOTULINSKICH`;32-494-49-60;hotel@palackotulinskich.pl;stały;****;hotel;43-502 Czechowice-Dziedzice, Zamkowa 2
288;GRAND HOTEL STAMARY;(18) 202-45-10;hotel@stamary.pl;stały;****;hotel;34-500 Zakopane, ul. Kościuszki 19
289;GRAND HOTEL;41 365 50 00;hotel@lysogory.com.pl;stały;****;hotel;25-501 Kielce, sienkiewicza 78
290;UNIEJÓW ECO ACTIVE & SPA;519318000;recepcja@hoteluniejow.pl;stały;****;hotel;99-210 Uniejów, Bogumiła
291;TWARDOWSKI;61 839 98 00;dyrektor@hoteltwardowski.pl;stały;****;hotel;60-004 Poznań, głogowska 358
292;GOŁĘBIEWSKI;85 678-25-00;;stały;****;hotel;15-064 Białystok, Pałacowa 7
293;DOUBLETREE BY HILTON ŁÓDŹ;422088000;;stały;****;hotel;90-554 Łódź, ŁĄKOWA 29
294;GRAND LUBLINIANKA;081 44 66 100;grandhotel@lublinianka.com;stały;****;hotel;20-002 Lublin, ul. Krakowskie Przedmieście 56
295;KRÓL KAZIMIERZ;(081) 880 99 99;rezerwacja@krolkazimierz.pl;stały;****;hotel;24-120 Kazimierz Dolny, Puławska 86
296;GOŁĘBIEWSKI;7,57671E+11;;stały;****;hotel;58-540 Karpacz, KARKONOSKA 14
297;ŻUBRÓWKA;85 681-24-96;;stały;****;hotel;17-230 Białowieża, Olgi Gabiec 6
298;Hotel Groclin;44 36 200;hotel@groclin.com.pl;stały;****;hotel;62-065 Grodzisk Wielkopolski, Sportowa 3
299;ILONN;61 668 75 75;RECEPCJA@ILOOHOTEL.PL;stały;****;hotel;60-462 Poznań, Szarych Szeregów 16
300;GALAXY;12 342 81 00;hotel@hotelgalaxy.pl;stały;****;hotel;31-535 Kraków, ul. Gęsia 22a
301;QUBUS HOTEL KRAKÓW;(12) 374-51-00;krakow@qubushotel.com;stały;****;hotel;30-527 Kraków, ul. Nadwiślańska 6
302;UNICUS;12 433-71-11;recepcja@hotelunicus.pl;stały;****;hotel;31-020 Kraków, ul. Floriańska 35/Św. Marka 20
303;"HOTEL-RESTAURACJA "" NIHIL NOVI""";508 232 870;;stały;****;hotel;26-600 Radom, ul. Rynek 3
304;HERBARIUM HOTEL&SPA;52 30 37 000;INFO@HERBARIUMHOTEL.PL;stały;****;hotel;88-410 Chomiąża Szlachecka, cHOMIĄŻA sZLACHECKA 2
305;Habenda;;;stały;****;hotel;64-840 Budzyń, Leśna 32
306;EUROPA;81 534 95 36;info@hoteleuropa.pl;stały;****;hotel;20-002 Lublin, Krakowskie Przedmieście 29
307;STOK;033-856-41-00;recepcja@hotelstok.pl;stały;****;hotel;43-460 Wisła, Jawornik 52a
308;IBB ANDERSIA HOTEL;;;stały;****;hotel;61-894 , Plac Andersa 3
309;QUBUS HOTEL BIELSKO - BIAŁA SP. Z O.O.;33-47-02-100;bielskobiala@qubushotel.com;stały;****;hotel;43-300 Bielsko-Biała, Mostowa 2
310;SAHARA;033 486 11 31;biuro@hotelsahara.eu;stały;****;hotel;43-316 Bielsko-Biała, Falista 13
311;PEGAZ;(18) 477-76-40;recepcja@hotelpegaz.eu;stały;****;hotel;33-380 Krynica-Zdrój, ul. Czarny Potok 28
312;BUKOVINA;(0 18)202-54-00;rezerwacja@hotelbukovina.pl;stały;****;hotel;34-530 Bukowina Tatrzańska, ul. Sportowa 22
313;NOVOTEL CENTRUM KATOWICE;200-44-44;nov.katowice@orbis.pl;stały;****;hotel;40-202 Katowice, Rozdzieńskiego 16
314;HOTEL FOCUS PREMIUM INOWROCŁAW;525 114 141;.inowroclaw@focushotels.pl;stały;****;hotel;88-100 Inowrocław, Solankowa 17
315;CROCUS;(0 18)202-65-00;recepcja@hotelcrocus.pl;stały;****;hotel;34-500 Zakopane, ul. Chałubińskiego 40
316;ANGELO;32-207-20-04;info@angelo-katowice.pl;stały;****;hotel;40-086 Katowice, Sokolska 24
317;LAMBERT MEDICAL SPA;94-35-15-431;lambert@lambert-hotel.pl;stały;****;hotel;78-111 Ustronie Morskie, Kościuszki 14
318;MERCURE MRĄGOWO RESORT & SPA;89-743-31-00;mercure.mragowo@accor.com;stały;****;hotel;11-700 Mrągowo, Giżycka 6
319;BEST WESTERN PREMIER HOTEL FORUM KATOWICE;+48 32 721 11 11;biuro@bestwesternkatowice.pl;stały;****;hotel;40-147 Katowice, Bytkowska 1 A
320;TUMSKI;0-24 2629060;hotel@hoteltumski.pl;stały;****;hotel;09-400 Płock, Piekarska 9
321;ZAMEK TOPACZ;717719999;recepcja@topacz.pl;stały;****;hotel;55-040 Ślęza, GŁÓWNA 12
322;BURSZTYNOWY PAŁAC;094/ 316 12 27;marketing@bursztynowypalac.pl;stały;****;hotel;76-024 Świeszyno, Strzekęcino 12
323;PURO;(12) 314-21-00;krakow@purohotel.pl;stały;****;hotel;31-155 Kraków, UL. OGRODOWA 10
324;"""WIENIAWA""";58/673-92-80;biuro@hotelwieniawa.com;stały;****;hotel;84-100 Rekowo Górne, Lipowa 24
325;SPLENDOR;223 504 770;bkusmierczyk@hotelsplendor.com.pl;stały;****;hotel;05-082 Babice Nowe, warszawska 197e
326;KOPIENIEC FIZJO - MED & SPA;18 533-05-56;recepcja@kopieniec.pl;stały;****;hotel;34-531 Murzasichle, ul. Budzowa 45G
327;HOTEL GOŁĘBIEWSKI;87-429-07-00;mikolajki@golebiewski.pl;stały;****;hotel;11-730 Mikołajki, Mrągowska 34
328;"PARK REKREACYJNO-BIZNESOWY ""LAS WODA""";257 484 204;info@laswoda.pl;stały;****;hotel;08-470 Wilga, Spokojna 1
329;KLIMCZOK;33 82-81-400;marketing @ klimczok.pl.;stały;****;hotel;43-370 Szczyrk, Poziomkowa 20
330;NOVOTEL POZNAŃ CENTRUM;61 858 71 01;nov.poznan@orbis.pl;stały;****;hotel;61-898 Poznań, plac andersa 3
331;IBB ANDERSIA HOTEL;616 678 000;andersia@andersiahotel.pl;stały;****;hotel;61-894 Poznań, plac andersa 3
332;PAŁAC W WĄSOWIE;61 44 72 613;wasowo@wasowo.pl;stały;****;hotel;64-316 Wąsowo, parkowa 12
333;METROPOLITAN BOUTIQUE;(12) 442-75-00;hotel@hotelmetropolitan.pl;stały;****;hotel;31-031 Kraków, ul. Berka Joselewicza 19
334;REGATTA HOTEL RESTAURACJA SPA;61 848 83 08;kontakt@regattahotel.pl;stały;****;hotel;60-480 Poznań, chojnicka 49
335;MERCURE KRAKÓW STARE MIASTO;12 225-11-11;H9627@accor.com;stały;****;hotel;31-154 Kraków, ul. Pawia 18B
336;REMES;614 482 400;info@hotelremes.pl;stały;****;hotel;64-330 Opalenica, Parkowa 48
337;REZYDENCJA SOLEI;618 475 838;;stały;****;hotel;60-461 Poznań, Wałecka 2
338;SENATOR;68 386 75 50;biuro@hotelsenator.com.pl;stały;****;hotel;64-360 Zbąszyń, senatorska 1
339;NONAME LUXURY HOTEL & SPA;797502131;info@nonameluxuryhotelspa.com;stały;****;hotel;34-442 Łapsze Niżne, ul. Leśna 46
340;PAŁAC W PASZKÓWCE ZESPÓŁ HOTELOWO - PARKOWY;(0 33) 872-38-0;palace@paszkowka.pl;stały;****;hotel;34-113 Paszkówka, Paszkówka 37
341;WAWRZYNIAK;62 721 43 12;hotel-restauracja@wawrzyniak.net.pl;stały;****;hotel;63-760 Perzyce, Perzyce
342;"""RADO"" HOTEL";17 773 73 73;info@hotelrado.pl;stały;****;hotel;39-333 Wola Chorzelowska, 56B
343;"""ATRIUM""";91-424-35-32;rezerwacja@hotel-atrium.pl;stały;****;hotel;70-481 Szczecin, Wojska Polskiego 75
344;WIENIAWA;65 528 50 50;hotel@wieniawa.pl;stały;****;hotel;64-100 Leszno, rynek 29
345;DANA BUSINESS & CONFERENCE;503031148;contact@hoteldana.pl;stały;****;hotel;71-500 Szczecin, al. Wyzwolenia 50
346;ROYAL HOTEL;221884188;recepcja@royalhotel.pl;stały;****;hotel;05-160 Nowy Dwór Mazowiecki, szpitalna 93
347;WOIŃSKI SPA;957 557 555;rezerwacja@woinskispa.pl;stały;****;hotel;69-210 Lubniewice, ratuszowa 3
348;SŁONECZNY MŁYN;525 613 100;hotel@sloneczny.eu;stały;****;hotel;85-027 Bydgoszcz, Jagiellońska 96
349;ATUT;63 27 08 700;;stały;****;hotel;62-583 Licheń Stary, toruńska 27
350;Hotel Pietrak;61 426 14 97;hotel-pietrak@home.pl;stały;****;hotel;62-200 Gniezno, Chrobrego 3
351;Pietrak;;;stały;****;hotel;62-100 Wągrowiec, Kościuszki 47
352;SOLAR SPA;(0 18)262-24-11;recepcja@solarspa.pl;stały;****;hotel;34-460 Szczawnica, ul. Zdrojowa 4
353;VIENNA;033/ 812-05-00;recepcja@vienna.pl;stały;****;hotel;43-309 Bielsko-Biała, Bystrzańska 48
354;CZARDASZ;024 367 20 47;recepcja@hotelczardasz.pl;stały;****;hotel;09-400 Płock, Dobrzyńska 62 B
355;Groclin;(61) 443 62 00;hotel@groclin.pl;stały;****;hotel;62-065 Grodzisk Wielkopolski, Sportowa 2
356;KLASZTOR CEDYNIA;091/41-44-531;klasztorcedynia@vp.pl;stały;****;hotel;74-520 Cedynia, Konopnickiej 10
357;ŻYWIECKI MEDICAL SPA & SPORT;+48 33 506 60 80;recepcja@hotel-zywiecki.pl;stały;****;hotel;34-331 Przyłęków, Kepka 3
358;HOTEL GOLDEN TULIP WARSAW CENTRE;-631;gm@goldentulipwarsawcentre.com;stały;****;hotel;00-811 Warszawa, Towarowa 2
359;RED BARON HOTEL&RESTAURACJA;748564800;hotel@redbaronhotel.pl;stały;****;hotel;58-100 Świdnica, LWA TOŁSTOJA 2
360;MANOR HOUSE SPA;48 628 70 61;chlewiska@manorhouse.pl;stały;****;hotel;26-510 Chlewiska, Czachowskiego 56
361;BRISTOL TRADITION & LUXURY;17 250 00 80;info@bristol-rzeszow.pl;stały;****;hotel;35-064 Rzeszów, rynek 20-23
362;BELVEDERE;(18) 202-12-00;rezerwacja@belvederehotel.pl;stały;****;hotel;34-500 Zakopane, ul. Droga do Białego 3
363;BALTIC PLAZA;94 71 35 600;balticplaza@balticplaza.eu;stały;****;hotel;78-100 Kołobrzeg, Plazowa 1
364;JAWOR;33 811-02-49;recepcja@spahoteljawor.pl;stały;****;hotel;43-384 Jaworze, Turystyczna 204
365;HOTEL BULWAR;566 239 400;recepcja@hotelbulwar.pl;stały;****;hotel;87-100 Toruń, Bulwar Filadelfijski 18
366;HOLIDAY INN WARSZAWA JÓZEFÓW;+ 48 (0-22) 77-;office@aquila.holiday.pl;stały;****;hotel;05-420 Józefów, Telimeny 1
367;FILMAR;056 6694800 , 6;recepcja@hotelfilmar.pl;stały;****;hotel;87-100 Toruń, Grudziądzka 37-45
368;DIVA SPA;(94)353 60 00;recepcja@hoteldivaspa.pl;stały;****;hotel;78-100 Kołobrzeg, Kościuszki 16
369;Hotel Vivaldi;061 858 81 00;vivaldi@vivaldi.pl;stały;****;hotel;61-663 Poznań, Winogrady 9
370;POD RÓŻĄ;(0 12)424-33-00;pod-roza@hotel.com.pl;stały;****;hotel;31-021 Kraków, ul. Floriańska 14
371;LORD;(+48 22) 574-20;okecie@hotellord.com.pl;stały;****;hotel;02-219 Warszawa, Al. Krakowska 218
372;PODKOWA SPA & WELLNESS;32 674-13-95;zarzad@podkowa.pl;stały;****;hotel;42-470 Siewierz, Sucha 4
373;PARK HOTEL DIAMENT WROCŁAW;717350350;wroclaw@hoteldiament.pl;stały;****;hotel;54-424 Wrocław, MUCHOBORSKA 10
374;GRAND SAL;(12) 289-81-10;hotel@kopalnia.pl;stały;****;hotel;32-020 Wieliczka, Park Kingi 7
375;COLUMNA MEDICA;43 676-80-00;recepcja@columnamedica.com;stały;****;hotel;98-100 Łask, wakacyjna 8
376;SCANDIC;(071) 787 00 00;wroclaw@globalhotels.com.pl;stały;****;hotel;50-032 Wrocław, Piłsudskiego 49/57
377;ARTIS;(084) 616 62 62;hotel@hotelartis.com;stały;****;hotel;22-400 Zamość, Sitaniec 1
378;"""ALMOND""";58 351 90 00;recepcja@hotelalmond.pl;stały;****;hotel;80-747 Gdańsk, torunska 12
379;HOTEL SIXTYSIX;22826 61 11;;stały;****;hotel;00-357 Warszawa, Nowy Świat 66
380;AVIATOR;483 628 888;recepcja@aviatorhotel.com.pl;stały;****;hotel;26-600 Radom, Malczewskiego 18
381;HP PARK PLAZA;(071) 32-08-400;hpwroclaw@behp.pl;stały;****;hotel;50-257 Wrocław, Drobnera 11
382;RUBEN HOTEL;684567070;hotel@rubenhotel.pl;stały;****;hotel;65-805 Zielona Góra, Al. Konst. 3 MAja 1A
383;AFRODYTA BUSINESS & SPA;46-85-77-405;m.pierzchala@afrodyta.spa.pl;stały;****;hotel;96-325 Tartak Brzózki, Letniskowa 4 A
384;NOVOTEL WARSZAWA AIRPORT;(+48 22) 575-60;nov.airport@orbis.pl;stały;****;hotel;02-134 Warszawa, 1-go Sierpnia 1
385;NOVOTEL WARSZAWA CENTRUM;48226210271;;stały;****;hotel;00-510 Warszawa, marszałkowska 94/98
386;DWÓR POLSKI;(071) 372 34 15;dworpol@wr.onet.pl;stały;****;hotel;50-108 Wrocław, Kiełbaśnicza 2
387;MORAN;63 212 11 71;moran@hotelmoran.pl;stały;****;hotel;62-430 Ostrowo, ostrowo 30
388;SPA DR IRENA ERIS;(18)472-35-00;krynica@hotelspa.pl;stały;****;hotel;33-380 Krynica-Zdrój, ul. Czarny Potok 30
389;AMBER DESIGN;12 421-06-06;office@hotel-amber.pl;stały;****;hotel;31-131 Kraków, ul. Garbarska 8-10
390;OSSA CONGRESS & SPA;0-46 813-26-00;info@hotelossa.pl;stały;****;hotel;96-200 Ossa, p-ta Rawa Mazowiecka
391;"""SADOVA""";58/382-30-00;recepcja@hotelsadova.pl;stały;****;hotel;80-769 Gdańsk, łąkowa 60
392;HOTEL WILEŃSKI;89-535-01-22;hotel@hotelwilenski.pl;stały;****;hotel;10-015 Olsztyn, Knosały 5
393;HILTON WARSAW HOTEL& CONVENTION CENTRE;22 356 55 55;reception.warsaw@hilton.com;stały;****;hotel;00-844 Warszawa, Grzybowska 63
394;QUBUS Hotel;(076) 866-21-00;legnica@qubushotel.com;stały;****;hotel;59-220 Legnica, Skarbowa 2
395;KOSSAK;(0 12)379-59-00;kossak@osti-hotele.pl;stały;****;hotel;31-106 Kraków, Plac Kossaka 1
396;SAND;94/ 35 34 100;;stały;****;hotel;78-100 Kołobrzeg, Zdrojowa 3
397;SENACKI;(12) 422-76-86;senacki@hotelsenacki.pl;stały;****;hotel;31-001 Kraków, ul. Grodzka 51
398;FRANCUSKI;666 195 831;recepcja@hotel-francuski.com.pl;stały;****;hotel;31-015 Kraków, ul. Pijarska 13
399;HOTEL SOKÓŁ WELLNESS & SPA;17 249 15 55;recepcja@hotelsokol.pl;stały;****;hotel;37-100 Łańcut, sokoła 11
400;MERCURE WARSZAWA CENTRUM;(+48-22) 69-73-;holiday@orbis.pl;stały;****;hotel;00-120 Warszawa, Złota 48/54
401;ZAMEK CENTRUM;91-852-27-77;recepcja@centrumzamek.pl;stały;****;hotel;70-535 Szczecin, Panieńska 15
402;"""SCANDIC GDAŃSK""";0 - 58 300 -;smm@gdansk.holidayinn.pl;stały;****;hotel;80-895 Gdańsk, Podwale Grodzkie 9
403;GRAFIT;41 303-22-25;recepcja@hotelgrafit.pl;stały;****;hotel;26-085 Kostomłoty Pierwsze, Kielecka 120
404;PRESIDENT;+48 33 82-27-2;recepcja@hotelpresident.pl;stały;****;hotel;43-300 Bielsko-Biała, ul. 3 Maja 12
405;PARK INN;12 375-55-55;reservations.krakow@rezidorparkinn.com;stały;****;hotel;30-337 Kraków, ul. Monte Cassino 2
406;VICTOR;+48 (0-22) 439-;recepcja@hotelvictor.pl;stały;****;hotel;05-800 Pruszków, Andrzeja 1 A
407;HOTEL SPAŁKA;774122000;recepcja@hoptelspalka.pl;stały;****;hotel;46-200 Kluczbork, Waryńskiego 16
408;HOTEL ELBLĄG;55-611-66-00;hotel@hotelelblag.eu;stały;****;hotel;82-300 Elbląg, Stary Rynek 54-59
409;VILLA ESTERA;022 72311 68;rezerwacje@villaestera.pl;stały;****;hotel;05-816 Michałowice, al. Jerozolimskie 331
410;ESTER;12 429-11-88;biuro@hotel-ester.krakow.pl;stały;****;hotel;31-053 Kraków, ul. Szeroka 20
411;WARSZAWIANKA;(+48 22) 768-90;hotel@warszawianka.pl;stały;****;hotel;05-140 Serock, Jachranka 77
412;NA PODZAMCZU;032/ 384-74-17;hotel@komplekszamkowy.pl;stały;****;hotel;42-612 Tarnowskie Góry, Pyskowicka 39
